LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,Location 1
0,STATEWIDE (EXCLUDING NYC),STATEWIDE (EXCLUDING NYC),STATEWIDE (EXCLUDING NYC),2016-2018,46004,15.7,46911,16,92915,31.8,ELEMENTARY,STATEWIDE (EXCLUDING NYC),,,,,,,
0,STATEWIDE (EXCLUDING NYC),STATEWIDE (EXCLUDING NYC),STATEWIDE (EXCLUDING NYC),2016-2018,33473,17.4,36175,18.8,69648,36.3,MIDDLE/HIGH,STATEWIDE (EXCLUDING NYC),,,,,,,
1,ALBANY,ALBANY,NORTHEASTERN NEW YORK,2010-2012,1514,15,1802,17.9,3316,32.9,DISTRICT TOTAL,COUNTY,,,,,,,
10100,ALBANY,ALBANY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,98,21.6,95,21,193,42.6,MIDDLE/HIGH,SCHOOL DISTRICT,ACADEMY PARK,ALBANY,NY,12207,,,"(42.6535, -73.7547)"
10100,Albany,ALBANY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,339,17.1,382,19.2,721,36.3,DISTRICT TOTAL,SCHOOL DISTRICT,ACADEMY PARK,ALBANY,NY,12207,,,"(42.6535, -73.7547)"
10100,Albany,ALBANY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,260,16.9,266,17.3,526,34.1,ELEMENTARY,SCHOOL DISTRICT,ACADEMY PARK,ALBANY,NY,12207,,,"(42.6535, -73.7547)"
10100,Albany,ALBANY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,79,17.7,116,26,195,43.7,MIDDLE/HIGH,SCHOOL DISTRICT,ACADEMY PARK,ALBANY,NY,12207,,,"(42.6535, -73.7547)"
10201,ALBANY,BERNE KNOX WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,39,13.8,56,19.9,95,33.7,DISTRICT TOTAL,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,,,"(42.6253, -74.1435)"
10201,ALBANY,BERNE KNOX WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,14,9,32,20.6,46,29.7,ELEMENTARY,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,,,"(42.6253, -74.1435)"
10201,ALBANY,BERNE KNOX WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,22,17.7,24,19.4,46,37.1,MIDDLE/HIGH,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,,,"(42.6253, -74.1435)"
10201,ALBANY,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,36,12.4,46,15.9,82,28.3,DISTRICT TOTAL,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,,,"(42.6253, -74.1435)"
10201,ALBANY,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,17,11.7,22,15.2,39,26.9,ELEMENTARY,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,,,"(42.6253, -74.1435)"
10201,ALBANY,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,19,13.1,24,16.6,43,29.7,MIDDLE/HIGH,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,,,"(42.6253, -74.1435)"
10201,ALBANY,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,51,18.5,55,20,106,38.5,DISTRICT TOTAL,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,,,"(42.6253, -74.1435)"
10201,ALBANY,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,31,17.7,34,19.4,65,37.1,ELEMENTARY,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,,,"(42.6253, -74.1435)"
10201,ALBANY,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,20,21,21,22.1,41,43.1,MIDDLE/HIGH,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,,,"(42.6253, -74.1435)"
10201,ALBANY,BERNE KNOX WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,55,20,45,16.4,100,36.4,DISTRICT TOTAL,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,,,"(42.6253, -74.1435)"
10201,ALBANY,BERNE KNOX WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,37,20,34,18.4,71,38.4,ELEMENTARY,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,,,"(42.6253, -74.1435)"
10201,ALBANY,BERNE KNOX WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,18,20.9,7,8.1,25,29.1,MIDDLE/HIGH,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,,,"(42.6253, -74.1435)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,207,13.3,208,13.4,415,26.7,DISTRICT TOTAL,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,,,"(42.612, -73.8484)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,124,14.3,115,13.2,239,27.5,ELEMENTARY,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,,,"(42.612, -73.8484)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,83,12.2,93,13.6,176,25.8,MIDDLE/HIGH,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,,,"(42.612, -73.8484)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,216,13.9,200,12.8,416,26.7,DISTRICT TOTAL,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,,,"(42.612, -73.8484)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,121,14.3,106,12.6,227,26.9,ELEMENTARY,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,,,"(42.612, -73.8484)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,95,13.3,94,13.1,189,26.4,MIDDLE/HIGH,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,,,"(42.612, -73.8484)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,240,14.8,194,12,434,26.9,DISTRICT TOTAL,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,,,"(42.612, -73.8484)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,129,14.4,107,11.9,236,26.3,ELEMENTARY,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,,,"(42.612, -73.8484)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,111,15.4,87,12.1,198,27.5,MIDDLE/HIGH,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,,,"(42.612, -73.8484)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,198,13,160,10.5,358,23.5,DISTRICT TOTAL,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,,,"(42.612, -73.8484)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,122,13.5,98,10.9,220,24.4,ELEMENTARY,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,,,"(42.612, -73.8484)"
10306,ALBANY,BETHLEHEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,76,12.2,62,10,138,22.2,MIDDLE/HIGH,SCHOOL DISTRICT,700 DELAWARE AVE,DELMAR,NY,12054,,,"(42.612, -73.8484)"
10402,ALBANY,RAVENA COEYMANS SELKIRK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,116,19.1,128,21.1,244,40.2,DISTRICT TOTAL,SCHOOL DISTRICT,26 THATCHER ST,SELKIRK,NY,12158,,,"(42.5318, -73.8005)"
10402,ALBANY,RAVENA COEYMANS SELKIRK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,63,18.3,71,20.6,134,38.8,ELEMENTARY,SCHOOL DISTRICT,26 THATCHER ST,SELKIRK,NY,12158,,,"(42.5318, -73.8005)"
10402,ALBANY,RAVENA COEYMANS SELKIRK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,53,19.5,57,21,110,40.4,MIDDLE/HIGH,SCHOOL DISTRICT,26 THATCHER ST,SELKIRK,NY,12158,,,"(42.5318, -73.8005)"
10402,ALBANY,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,124,18.5,139,20.8,263,39.3,DISTRICT TOTAL,SCHOOL DISTRICT,26 THATCHER ST,SELKIRK,NY,12143,,,"(42.5318, -73.8005)"
10402,ALBANY,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,74,19.2,72,18.7,146,37.9,ELEMENTARY,SCHOOL DISTRICT,26 THATCHER ST,SELKIRK,NY,12143,,,"(42.5318, -73.8005)"
10402,ALBANY,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,50,17.6,67,23.6,117,41.2,MIDDLE/HIGH,SCHOOL DISTRICT,26 THATCHER ST,SELKIRK,NY,12143,,,"(42.5318, -73.8005)"
10402,ALBANY,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,106,15.6,152,22.3,258,37.9,DISTRICT TOTAL,SCHOOL DISTRICT,26 THATCHER ST,SELKIRK,NY,12143,,,"(42.5318, -73.8005)"
10402,ALBANY,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,61,14.5,84,20,145,34.6,ELEMENTARY,SCHOOL DISTRICT,26 THATCHER ST,SELKIRK,NY,12143,,,"(42.5318, -73.8005)"
10402,ALBANY,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,45,16.8,68,25.4,113,42.3,MIDDLE/HIGH,SCHOOL DISTRICT,26 THATCHER ST,SELKIRK,NY,12143,,,"(42.5318, -73.8005)"
10402,ALBANY,RAVENA COEYMANS SELKIRK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,127,19.7,105,16.3,232,36,DISTRICT TOTAL,SCHOOL DISTRICT,26 THATCHER ST,SELKIRK,NY,12158,,,"(42.5318, -73.8005)"
10402,ALBANY,RAVENA COEYMANS SELKIRK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,61,15.4,73,18.4,134,33.8,ELEMENTARY,SCHOOL DISTRICT,26 THATCHER ST,SELKIRK,NY,12158,,,"(42.5318, -73.8005)"
10402,ALBANY,RAVENA COEYMANS SELKIRK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,66,27.3,32,13.2,98,40.5,MIDDLE/HIGH,SCHOOL DISTRICT,26 THATCHER ST,SELKIRK,NY,12158,,,"(42.5318, -73.8005)"
10500,ALBANY,COHOES CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,94,15.9,144,24.3,238,40.1,DISTRICT TOTAL,SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,,,"(42.7714, -73.7112)"
10500,ALBANY,COHOES CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,59,14.9,94,23.7,153,38.5,ELEMENTARY,SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,,,"(42.7714, -73.7112)"
10500,ALBANY,COHOES CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,35,17.9,50,25.6,85,43.6,MIDDLE/HIGH,SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,,,"(42.7714, -73.7112)"
10500,ALBANY,COHOES CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,84,17.2,124,25.4,208,42.5,DISTRICT TOTAL,SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,,,"(42.7714, -73.7112)"
10500,ALBANY,COHOES CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,58,16.1,89,24.7,147,40.8,ELEMENTARY,SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,,,"(42.7714, -73.7112)"
10500,ALBANY,COHOES CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,26,20.2,35,27.1,61,47.3,MIDDLE/HIGH,SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,,,"(42.7714, -73.7112)"
10500,ALBANY,COHOES CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,90,14.9,147,24.3,237,39.3,DISTRICT TOTAL,SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,,,"(42.7714, -73.7112)"
10500,ALBANY,COHOES CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,67,16.7,89,22.1,156,38.9,ELEMENTARY,SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,,,"(42.7714, -73.7112)"
10500,ALBANY,COHOES CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,23,11.7,58,29.5,81,41.3,MIDDLE/HIGH,SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,,,"(42.7714, -73.7112)"
10500,ALBANY,COHOES CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,105,19.7,74,13.9,179,33.6,DISTRICT TOTAL,SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,,,"(42.7714, -73.7112)"
10500,ALBANY,COHOES CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,64,17.5,51,14,115,31.5,ELEMENTARY,SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,,,"(42.7714, -73.7112)"
10500,ALBANY,COHOES CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,41,25.6,23,14.4,64,40,MIDDLE/HIGH,SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,,,"(42.7714, -73.7112)"
10601,ALBANY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,243,16,222,14.6,465,30.7,DISTRICT TOTAL,SCHOOL DISTRICT,102 LORALEE DR,ALBANY,NY,12205,,,"(42.7316, -73.8394)"
10601,ALBANY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,156,16.5,161,17,317,33.5,ELEMENTARY,SCHOOL DISTRICT,102 LORALEE DR,ALBANY,NY,12205,,,"(42.7316, -73.8394)"
10601,ALBANY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,87,15.2,61,10.7,148,25.9,MIDDLE/HIGH,SCHOOL DISTRICT,102 LORALEE DR,ALBANY,NY,12205,,,"(42.7316, -73.8394)"
10601,ALBANY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,231,15.9,262,18.1,493,34,DISTRICT TOTAL,SCHOOL DISTRICT,102 LORALEE DR,ALBANY,NY,12205,,,"(42.7316, -73.8394)"
10601,ALBANY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,145,17.4,169,20.3,314,37.8,ELEMENTARY,SCHOOL DISTRICT,102 LORALEE DR,ALBANY,NY,12205,,,"(42.7316, -73.8394)"
10601,ALBANY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,86,13.9,95,15.3,181,29.2,MIDDLE/HIGH,SCHOOL DISTRICT,102 LORALEE DR,ALBANY,NY,12205,,,"(42.7316, -73.8394)"
10601,ALBANY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,327,19.1,234,13.7,561,32.9,DISTRICT TOTAL,SCHOOL DISTRICT,102 LORALEE DR,ALBANY,NY,12205,,,"(42.7316, -73.8394)"
10601,ALBANY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,157,17.8,133,15.1,290,32.9,ELEMENTARY,SCHOOL DISTRICT,102 LORALEE DR,ALBANY,NY,12205,,,"(42.7316, -73.8394)"
10601,ALBANY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,170,20.6,101,12.2,271,32.8,MIDDLE/HIGH,SCHOOL DISTRICT,102 LORALEE DR,ALBANY,NY,12205,,,"(42.7316, -73.8394)"
10601,ALBANY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,286,14.9,353,18.4,639,33.4,DISTRICT TOTAL,SCHOOL DISTRICT,102 LORALEE DR,ALBANY,NY,12205,,,"(42.7316, -73.8394)"
10601,ALBANY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,165,13.7,193,16,358,29.7,ELEMENTARY,SCHOOL DISTRICT,102 LORALEE DR,ALBANY,NY,12205,,,"(42.7316, -73.8394)"
10601,ALBANY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,121,17.3,140,20,261,37.2,MIDDLE/HIGH,SCHOOL DISTRICT,102 LORALEE DR,ALBANY,NY,12205,,,"(42.7316, -73.8394)"
10615,ALBANY,MENANDS UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,20,18.5,26,24.1,46,42.6,DISTRICT TOTAL,SCHOOL DISTRICT,19 WARDS LN,MENANDS,NY,12204,,,"(42.6845, -73.7341)"
10615,ALBANY,MENANDS UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,15,17.6,20,23.5,35,41.2,ELEMENTARY,SCHOOL DISTRICT,19 WARDS LN,MENANDS,NY,12204,,,"(42.6845, -73.7341)"
10615,ALBANY,MENANDS UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,5,21.7,6,26.1,11,47.8,MIDDLE/HIGH,SCHOOL DISTRICT,19 WARDS LN,MENANDS,NY,12204,,,"(42.6845, -73.7341)"
10615,ALBANY,MENANDS UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,16,22.9,11,15.7,27,38.6,DISTRICT TOTAL,SCHOOL DISTRICT,19 WARDS LN,MENANDS,NY,12204,,,"(42.6845, -73.7341)"
10615,ALBANY,MENANDS UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,11,23.4,,,11,23.4,ELEMENTARY,SCHOOL DISTRICT,19 WARDS LN,MENANDS,NY,12204,,,"(42.6845, -73.7341)"
10615,ALBANY,MENANDS UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,19 WARDS LN,MENANDS,NY,12204,,,"(42.6845, -73.7341)"
10615,ALBANY,MENANDS UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,19 WARDS LN,MENANDS,NY,12204,,,"(42.6845, -73.7341)"
10615,ALBANY,MENANDS UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,,,,,ELEMENTARY,SCHOOL DISTRICT,19 WARDS LN,MENANDS,NY,12204,,,"(42.6845, -73.7341)"
10615,ALBANY,MENANDS UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,19 WARDS LN,MENANDS,NY,12204,,,"(42.6845, -73.7341)"
10615,ALBANY,MENANDS UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,8,9.9,22,27.2,30,37,DISTRICT TOTAL,SCHOOL DISTRICT,19 WARDS LN,MENANDS,NY,12204,,,"(42.6845, -73.7341)"
10615,ALBANY,MENANDS UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,,,13,22.8,13,22.8,ELEMENTARY,SCHOOL DISTRICT,19 WARDS LN,MENANDS,NY,12204,,,"(42.6845, -73.7341)"
10615,ALBANY,MENANDS UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,,,5,29.4,5,29.4,MIDDLE/HIGH,SCHOOL DISTRICT,19 WARDS LN,MENANDS,NY,12204,,,"(42.6845, -73.7341)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,239,14.5,225,13.6,464,28.1,DISTRICT TOTAL,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,,,"(42.7289, -73.7481)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,110,13.8,115,14.4,225,28.3,ELEMENTARY,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,,,"(42.7289, -73.7481)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,139,16.2,110,12.8,249,29,MIDDLE/HIGH,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,,,"(42.7289, -73.7481)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,237,16.3,225,15.5,462,31.8,DISTRICT TOTAL,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,,,"(42.7289, -73.7481)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,94,15.5,78,12.9,172,28.4,ELEMENTARY,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,,,"(42.7289, -73.7481)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,143,16.9,147,17.3,290,34.2,MIDDLE/HIGH,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,,,"(42.7289, -73.7481)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,135,15,151,16.8,286,31.8,DISTRICT TOTAL,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,,,"(42.7289, -73.7481)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,120,16.1,114,15.3,234,31.4,ELEMENTARY,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,,,"(42.7289, -73.7481)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,142,16.6,124,14.5,266,31.1,MIDDLE/HIGH,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,,,"(42.7289, -73.7481)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,318,16.7,294,15.5,612,32.2,DISTRICT TOTAL,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,,,"(42.7289, -73.7481)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,147,15,155,15.8,302,30.8,ELEMENTARY,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,,,"(42.7289, -73.7481)"
10623,ALBANY,NORTH COLONIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,171,18.6,139,15.1,310,33.7,MIDDLE/HIGH,SCHOOL DISTRICT,91 FIDDLERS LN,LATHAM,NY,12110,,,"(42.7289, -73.7481)"
10701,ALBANY,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,15,15.6,19,19.8,34,35.4,DISTRICT TOTAL,SCHOOL DISTRICT,171 HUDSON AVE,GREEN ISLAND,NY,12183,,,"(42.7462, -73.6906)"
10701,ALBANY,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,14,20.9,14,20.9,28,41.8,ELEMENTARY,SCHOOL DISTRICT,171 HUDSON AVE,GREEN ISLAND,NY,12183,,,"(42.7462, -73.6906)"
10701,ALBANY,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,171 HUDSON AVE,GREEN ISLAND,NY,12183,,,"(42.7462, -73.6906)"
10701,ALBANY,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,12,17.6,19,27.9,31,45.6,DISTRICT TOTAL,SCHOOL DISTRICT,171 HUDSON AVE,GREEN ISLAND,NY,12183,,,"(42.7462, -73.6906)"
10701,ALBANY,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,,,15,35.7,15,35.7,ELEMENTARY,SCHOOL DISTRICT,171 HUDSON AVE,GREEN ISLAND,NY,12183,,,"(42.7462, -73.6906)"
10701,ALBANY,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,171 HUDSON AVE,GREEN ISLAND,NY,12183,,,"(42.7462, -73.6906)"
10701,ALBANY,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,13,16.6,15,19.2,28,35.8,DISTRICT TOTAL,SCHOOL DISTRICT,171 HUDSON AVE,GREEN ISLAND,NY,12183,,,"(42.7462, -73.6906)"
10701,ALBANY,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,8,17.3,8,17.3,ELEMENTARY,SCHOOL DISTRICT,171 HUDSON AVE,GREEN ISLAND,NY,12183,,,"(42.7462, -73.6906)"
