LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,Location 1
530501,SCHENECTADY,SCHALMONT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,100,18.9,62,11.7,162,30.7,DISTRICT TOTAL,SCHOOL DISTRICT,4 SABRE DR,SCHENECTADY,NY,12306,,,"(42.7821, -74.0169)"
530501,SCHENECTADY,SCHALMONT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,49,18,28,10.3,77,28.3,ELEMENTARY,SCHOOL DISTRICT,4 SABRE DR,SCHENECTADY,NY,12306,,,"(42.7821, -74.0169)"
530501,SCHENECTADY,SCHALMONT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,46,17.8,34,13.1,80,30.9,MIDDLE/HIGH,SCHOOL DISTRICT,4 SABRE DR,SCHENECTADY,NY,12306,,,"(42.7821, -74.0169)"
530501,SCHENECTADY,SCHALMONT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,93,15.9,85,14.5,178,30.5,DISTRICT TOTAL,SCHOOL DISTRICT,4 SABRE DR,SCHENECTADY,NY,12306,,,"(42.7821, -74.0169)"
530501,SCHENECTADY,SCHALMONT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,40,12.6,39,12.3,79,25,ELEMENTARY,SCHOOL DISTRICT,4 SABRE DR,SCHENECTADY,NY,12306,,,"(42.7821, -74.0169)"
530501,SCHENECTADY,SCHALMONT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,53,19.8,46,17.2,99,37,MIDDLE/HIGH,SCHOOL DISTRICT,4 SABRE DR,SCHENECTADY,NY,12306,,,"(42.7821, -74.0169)"
530501,SCHENECTADY,SCHALMONT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,83,14.5,104,18.2,187,32.6,DISTRICT TOTAL,SCHOOL DISTRICT,401 DUANESBURG RD,SCHENECTADY,NY,12306,,,"(42.7878, -73.9922)"
530501,SCHENECTADY,SCHALMONT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,47,16.4,31,10.8,78,27.2,ELEMENTARY,SCHOOL DISTRICT,401 DUANESBURG RD,SCHENECTADY,NY,12306,,,"(42.7878, -73.9922)"
530501,SCHENECTADY,SCHALMONT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,36,12.7,73,25.7,109,38.4,MIDDLE/HIGH,SCHOOL DISTRICT,401 DUANESBURG RD,SCHENECTADY,NY,12306,,,"(42.7878, -73.9922)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,126,13.2,227,23.8,353,37.1,DISTRICT TOTAL,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,53,11.5,101,21.9,154,33.3,ELEMENTARY,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,73,14.9,126,25.7,199,40.6,MIDDLE/HIGH,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,116,17.3,155,23.1,271,40.4,DISTRICT TOTAL,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,48,17.1,51,18.2,99,35.4,ELEMENTARY,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,68,17.1,104,26.1,172,43.2,MIDDLE/HIGH,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,116,14.2,185,22.7,301,37,DISTRICT TOTAL,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,51,13.3,81,21.2,132,34.6,ELEMENTARY,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,65,15.3,104,24.5,169,39.9,MIDDLE/HIGH,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,131,14.9,192,21.8,323,36.7,DISTRICT TOTAL,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,75,16.2,92,19.8,167,36,ELEMENTARY,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,56,13.6,100,24.2,156,37.8,MIDDLE/HIGH,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,491,17.7,607,21.9,1098,39.6,DISTRICT TOTAL,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7996, -73.9403)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,343,17,411,20.4,754,37.4,ELEMENTARY,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7996, -73.9403)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,148,19.5,196,25.9,344,45.4,MIDDLE/HIGH,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7996, -73.9403)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,456,16.1,656,23.1,1112,39.2,DISTRICT TOTAL,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7996, -73.9403)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,292,16.3,381,21.3,673,37.6,ELEMENTARY,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7996, -73.9403)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,164,15.7,275,26.3,439,42,MIDDLE/HIGH,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7996, -73.9403)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,485,17.3,648,23.1,1133,40.4,DISTRICT TOTAL,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7996, -73.9403)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,307,17.1,375,20.9,682,38.1,ELEMENTARY,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7996, -73.9403)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,178,17.6,273,27,451,44.6,MIDDLE/HIGH,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7996, -73.9403)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,337,17.4,447,23,784,40.4,DISTRICT TOTAL,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7996, -73.9403)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,194,16.2,239,20,433,36.3,ELEMENTARY,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7996, -73.9403)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,143,19.1,208,27.8,351,47,MIDDLE/HIGH,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7996, -73.9403)"
540801,SCHOHARIE,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,16,13.4,37,31.1,53,44.5,DISTRICT TOTAL,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,,,19,27.5,19,27.5,ELEMENTARY,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,9,22,18,43.9,27,65.9,MIDDLE/HIGH,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,23,19.8,31,26.7,54,46.6,DISTRICT TOTAL,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,10,14.1,20,28.2,30,42.3,ELEMENTARY,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,7,21.2,7,21.2,14,42.4,MIDDLE/HIGH,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,7,10.2,30,44.1,37,54.4,DISTRICT TOTAL,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,22,45.8,22,45.8,ELEMENTARY,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,8,29.6,8,29.6,MIDDLE/HIGH,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,14,14.4,19,19.6,33,34,DISTRICT TOTAL,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,,,,,,,ELEMENTARY,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,5,16.1,14,45.2,19,61.3,MIDDLE/HIGH,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,13,13.1,23,23.2,36,36.4,DISTRICT TOTAL,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,6,11.1,14,25.9,20,37,ELEMENTARY,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,5,12.8,7,17.9,12,30.8,MIDDLE/HIGH,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,12,12.6,20,21.1,32,33.7,DISTRICT TOTAL,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,,,7,15.6,7,15.6,ELEMENTARY,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,10,26.3,7,18.4,17,44.7,MIDDLE/HIGH,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,16,15.2,27,25.7,43,40.9,DISTRICT TOTAL,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,10,25.6,10,25.6,ELEMENTARY,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,11,18.9,15,25.8,26,44.8,MIDDLE/HIGH,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,9,9.9,26,28.6,35,38.5,DISTRICT TOTAL,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,5,11.6,5,11.6,10,23.3,ELEMENTARY,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,6,14.3,16,38.1,22,52.4,MIDDLE/HIGH,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,18,7.5,27,11.3,45,18.8,DISTRICT TOTAL,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,18,13.2,27,19.9,45,33.1,ELEMENTARY,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,38,21,35,19.3,73,40.3,DISTRICT TOTAL,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,29,22.7,17,13.3,46,35.9,ELEMENTARY,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,7,17.5,18,45,25,62.5,MIDDLE/HIGH,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,22,18.3,12,10,34,28.3,DISTRICT TOTAL,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,11,13.2,8,9.6,19,22.8,ELEMENTARY,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,,0,,0,MIDDLE/HIGH,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,37,19.3,23,12,60,31.3,DISTRICT TOTAL,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,17,17,20,20,37,37,ELEMENTARY,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,20,22.5,,,20,22.5,MIDDLE/HIGH,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,107,16.4,125,19.2,232,35.6,DISTRICT TOTAL,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6818, -74.4929)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,50,14.7,70,20.6,120,35.3,ELEMENTARY,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6818, -74.4929)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,56,18.3,55,18,111,36.3,MIDDLE/HIGH,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6818, -74.4929)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,126,22.3,78,13.8,204,36.2,DISTRICT TOTAL,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6818, -74.4929)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,81,24,41,12.1,122,36.1,ELEMENTARY,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6818, -74.4929)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,45,19.9,37,16.4,82,36.3,MIDDLE/HIGH,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6818, -74.4929)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,95,15.8,115,19.2,210,35.1,DISTRICT TOTAL,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6818, -74.4929)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,55,14,69,17.6,124,31.7,ELEMENTARY,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6818, -74.4929)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,40,19.8,46,22.7,86,42.5,MIDDLE/HIGH,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6818, -74.4929)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,83,14.5,110,19.2,193,33.6,DISTRICT TOTAL,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6818, -74.4929)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,49,14.3,48,14,97,28.3,ELEMENTARY,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6818, -74.4929)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,34,15.5,62,28.3,96,43.8,MIDDLE/HIGH,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6818, -74.4929)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,32,15.7,51,25,83,40.7,DISTRICT TOTAL,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,11,11.7,22,23.4,33,35.1,ELEMENTARY,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,18,17,29,27.4,47,44.3,MIDDLE/HIGH,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,37,17.5,40,19,77,36.5,DISTRICT TOTAL,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,22,23.7,17,18.3,39,41.9,ELEMENTARY,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,15,12.9,23,19.8,38,32.8,MIDDLE/HIGH,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,47,18.8,47,18.8,94,37.7,DISTRICT TOTAL,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,28,20.2,19,13.7,47,34,ELEMENTARY,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,19,17.1,28,25.2,47,42.3,MIDDLE/HIGH,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,56,20.7,52,19.2,108,39.9,DISTRICT TOTAL,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,33,20,25,15.2,58,35.2,ELEMENTARY,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,23,21.7,27,25.5,50,47.2,MIDDLE/HIGH,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541401,SCHOHARIE,SHARON SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,16,16,23,23,39,39,DISTRICT TOTAL,SCHOOL DISTRICT,514 ST RT 20,SHARON SPRINGS,NY,13459,,,"(42.7898, -74.6242)"
